proteinA_entrezid,proteinB_entrezid,databases
2908,4488,pina|APID|biogrid|instruct
2289,10392,APID|intact|instruct
8317,27185,intact
7124,10616,inweb|HIPPIE|HINT-complex
1616,2908,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
2932,10153,instruct|APID|biogrid|mint|intact|pina
23288,27185,intact
2036,2908,APID|biogrid
2670,5664,pina|APID|biogrid|inweb
421,2932,signalink
558,2908,encode
2668,4582,hiunion
1312,9126,encode
1312,3066,encode
3339,7422,inweb
1666,2908,encode
7124,7782,intact|hiunion
2289,9643,APID|intact|instruct
3356,3356,interactome3d|intact
2,3569,innatedb
23314,27185,intact
4684,55156,bioplex|HIPPIE
5499,9575,APID|litbm17|biogrid
2908,8343,encode
865,4133,pina|APID|intact
3458,11187,signalink
2908,8636,encode
1312,8645,intact|hiunion
1994,2908,inweb
602,1312,encode
23253,27185,intact
27185,51386,intact
27185,63974,intact
9810,27185,intact|hiunion
2932,10000,HINT-binary|inweb|HIPPIE
27185,114928,instruct|APID|biogrid|HIPPIE|intact|pina
4618,27185,bioplex
7301,27185,intact
2932,6877,qubic
23164,27185,intact
4133,5577,bioplex|HIPPIE
1813,10715,mint|intact
775,5092,pina|APID|biogrid|inweb
9950,27185,intact
2908,6602,HIPPIE
2908,55028,encode
1413,27185,bioplex
1813,27069,mint|intact
1432,2908,PhosphoSP|KinomeNetX
2932,10524,PhosphoSP|KinomeNetX
2289,23569,instruct
2908,10011,pina|APID|biogrid
4133,4647,inweb
27185,89876,intact
4747,83878,biogrid|hiunion
1813,78987,mint|intact
2932,79637,signalink
2885,4133,instruct|APID|HIPPIE|intact|mint|litbm17|inweb|HINT-complex
6532,81930,qubic
1813,3762,inweb
2908,6421,inweb
9532,27185,hiunion
166,2670,instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact
599,6285,instruct|APID|biogrid|HINT-binary|intact
2353,7422,innatedb
2908,3280,encode
4684,7316,inweb
1312,9194,intact|hiunion
2932,28231,qubic
2932,10013,inweb
1813,151188,mint|intact
27185,80184,intact
27185,57731,APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|pina
3358,653519,bioplex
87,4133,inweb
4297,9575,APID|intact
9201,27185,intact
2908,9282,pina|APID|litbm17|biogrid
2908,4818,encode
27185,64848,intact
2908,115098,encode
3553,5971,innatedb
1994,2932,innatedb
6285,27101,HIPPIE
7124,23376,bioplex|HIPPIE
6045,27185,intact
4747,56159,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary
6256,9575,pina|APID|biogrid
27185,53339,intact
7124,23411,innatedb
7317,27185,intact
2908,5718,encode
1938,27185,instruct|APID|biogrid|HIPPIE|intact|pina
302,2908,encode
4915,80762,biogrid
9646,27185,intact
27185,80321,intact
2932,84966,instruct|APID|biogrid|mint|intact|pina
2908,84838,pina|APID|biogrid|instruct
2908,5883,pina|inweb
1974,2908,pina|APID|intact
11319,27185,intact
2670,29775,intact|hiunion
4690,4915,pina|APID
27185,60485,intact
2908,441381,encode
6285,84277,APID|biogrid|instruct|hiunion
2932,7022,signalink
2824,6532,APID|intact|inweb
2670,79165,intact|hiunion
4133,26747,bioplex|HIPPIE
2932,64780,instruct|APID|biogrid|mint|intact|pina
3358,6892,bioplex
4744,4747,inweb|bioplex|HIPPIE|HINT-complex
2908,27131,encode
2908,677844,encode
4747,9659,APID|biogrid|instruct|hiunion
2932,54665,KinomeNetX
8450,27185,intact
27185,57698,intact
2908,10411,encode
2908,5106,encode
2908,3726,encode
3696,27185,intact
6285,102723631,instruct|hiunion
7124,80213,bioplex|HIPPIE
27185,284058,instruct|APID|biogrid|intact|pina
11064,27185,intact
2932,121340,inweb
639,2289,instruct
2908,3916,encode
2289,4593,APID|intact|instruct
6498,27185,intact
9218,27185,intact
2932,9576,signalink
2670,10783,hiunion
3303,6532,biogrid
71,27185,instruct|APID|biogrid|HIPPIE|intact|pina
27185,64965,intact
351,2670,innatedb|inweb|HIPPIE
2908,221496,encode
2908,6741,pina|APID|intact
3553,3872,signalink
2908,3066,inweb
330,2932,inweb
2932,55033,instruct|APID|biogrid|mint|intact|pina
2908,10273,inweb|HIPPIE|HINT-complex
1312,2335,instruct|APID|intact|litbm17|pina
2908,6790,encode
2932,171024,qubic
4684,203068,inweb
2670,9212,PhosphoSP|inweb|KinomeNetX
1815,3763,innatedb
2863,2932,instruct|APID|biogrid|mint|intact|pina
2908,25828,inweb
2033,3569,encode|innatedb
2289,10598,HINT-binary
1147,7124,innatedb|inweb|HIPPIE|HINT-complex
3091,7422,innatedb|HIPPIE|HINT-binary|inweb|HINT-complex
3801,27185,hiunion
2908,7763,encode
2670,127602,bioplex
2932,4854,inweb
2932,79866,PhosphoSP
119,2932,PhosphoSP|KinomeNetX
2932,55968,instruct|APID|biogrid|mint|intact|pina
2908,63924,encode
4128,8079,instruct
27185,60561,intact
2512,27185,intact
2908,92714,encode
2932,51199,instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb
1674,4747,instruct|hiunion|APID|biogrid|HINT-binary|intact
1312,222553,intact|hiunion
2908,84335,encode
135,1813,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb
2908,108281161,encode
2908,284729,encode
2932,4796,instruct|APID|biogrid|mint|intact|pina
2932,5604,PhosphoSP|KinomeNetX
2932,23676,KinomeNetX
2908,4738,encode
1718,27185,intact
9798,27185,intact
3358,51251,bioplex
6277,6285,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina|HINT-complex
775,10987,pina|APID|biogrid|inweb
27185,387104,intact
2908,55605,encode
3458,6775,innatedb
4133,5566,PhosphoSP|KinomeNetX
3872,27185,intact
2849,3350,inweb
11140,27185,hiunion
4915,7189,inweb
2908,9124,encode
7124,7538,innatedb|inweb|HIPPIE
2908,26137,pina|APID|biogrid|instruct
7124,9334,bioplex|HIPPIE
2908,113655,encode
2908,8349,encode
1278,27185,intact
2932,23174,qubic
2908,84970,APID|biogrid
2932,60385,bioplex
3358,55005,bioplex
9575,55763,bioplex
2932,11329,PhosphoSP
6782,7124,bioplex|HIPPIE
3516,3569,innatedb
2932,4609,PhosphoSP|instruct|APID|signalink|HIPPIE|KinomeNetX|HINT-binary|inweb|HINT-complex
3315,7124,inweb
10152,27185,hiunion
387,3350,inweb
3836,4915,signalink
207,2932,interactome3d|PhosphoSP|instruct|innatedb|signalink|HIPPIE|KinomeNetX|HINT-binary|insider|inweb|HINT-complex
8974,27185,bioplex
27185,55729,pina|APID|intact|biogrid
1312,25994,qubic
2908,2908,interactome3d|instruct|APID|signalink|biogrid|HINT-binary
2932,93109,instruct|APID|biogrid|mint|intact|pina
3358,148223,bioplex
4640,27185,pina
2289,3320,instruct|HIPPIE|HINT-binary|inweb|HINT-complex
5612,27185,intact
10615,27185,intact
1312,79001,pina|APID|biogrid
1961,7124,innatedb
1813,10237,mint|intact
3791,7422,instruct|APID|HIPPIE|HINT-binary|intact|insider|litbm17|inweb|mint|pina|HINT-complex
2908,56339,encode
2908,5054,encode
10979,27185,intact
4524,169522,bioplex
1813,29956,mint|intact
2289,7268,HINT-binary
2908,126374,APID|biogrid
27185,55680,intact
22839,27185,intact
4747,4747,instruct
2289,91662,APID|intact|instruct
1495,27185,intact
1385,2932,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb
27185,284312,intact
288,27185,intact
2932,51412,instruct|APID|biogrid|mint|intact|pina
3190,27185,intact
2932,55859,instruct|APID|biogrid|mint|intact|pina
2908,646962,encode
3553,9611,innatedb
2932,60313,KinomeNetX
26999,27185,intact
2908,7106,encode
1813,121260,mint|intact
2932,4286,PhosphoSP|KinomeNetX
2932,3297,PhosphoSP|KinomeNetX
2289,728642,HINT-binary|bioplex|HIPPIE|HINT-complex
2908,225689,APID
1460,2932,APID|biogrid
2781,4524,bioplex|HIPPIE
2752,3356,pina|APID|intact
627,57537,APID|intact|inweb
2670,84080,intact|hiunion
207,2670,instruct|APID|biogrid|HINT-binary|intact|mint
4741,4747,intact|bioplex|hiunion
4747,89970,bioplex
4791,7124,innatedb
1813,9568,mint|intact
2932,3516,instruct|APID|biogrid|mint|intact|pina
27185,55705,intact
2670,10332,bioplex
23352,27185,intact
3358,30000,bioplex
2908,3837,encode
4684,4978,bioplex
2932,7511,instruct|APID|biogrid|mint|intact|pina
3358,92255,bioplex
2915,6477,APID|biogrid|litbm17|inweb|pina
2289,55664,HINT-binary
27185,55027,intact
5228,7422,instruct|APID|HIPPIE|intact|litbm17|inweb|HINT-complex
1813,54857,mint|intact
2670,107987457,hiunion
2138,2932,inweb
23101,27185,intact
7124,406963,innatedb
6502,27185,bioplex
2932,51631,instruct|APID|biogrid|mint|intact|pina
6238,27185,intact
3358,3958,bioplex
2932,26118,instruct|APID|biogrid|mint|intact|pina
2908,54466,APID|biogrid
2932,3303,HIPPIE
2668,2675,inweb|HIPPIE|HINT-complex
3553,6749,innatedb
7124,64115,intact|hiunion
27185,81565,instruct|hiunion|APID|biogrid|HINT-binary|intact|litbm17|inweb|pina|bioplex|HINT-complex
285,7422,APID|intact|inweb
2932,81610,instruct|APID|biogrid|mint|intact|pina
4915,10188,inweb
4915,11187,signalink
2932,4040,interactome3d|PhosphoSP|instruct|APID|biogrid|HIPPIE|KinomeNetX|HINT-binary|litbm17|inweb|HINT-complex
6532,6804,inweb
3358,64151,bioplex
2932,80150,instruct|APID|biogrid|mint|intact|pina
2908,8360,encode
27185,64112,intact
6285,7157,inweb|HIPPIE
2908,283337,encode
1815,3762,innatedb|inweb
9859,27185,instruct|APID|biogrid|HIPPIE|intact|pina
4915,9576,signalink
7124,9025,inweb
416,27185,intact
2932,5590,PhosphoSP|APID|HIPPIE|intact|inweb
1312,348938,hiunion
1508,27185,intact
27185,63971,intact
758,27185,instruct|APID|biogrid|HIPPIE|intact|pina
9969,27185,intact
23077,27185,intact
2908,10062,pina|APID|biogrid|inweb
2908,4791,inweb
55638,121278,bioplex
2932,6187,instruct|APID|biogrid|mint|intact|pina
2289,8621,instruct|APID|HIPPIE|intact|bioplex
4747,81493,bioplex
2670,205428,bioplex
3458,55156,signalink
2908,23151,encode
467,2932,inweb
2908,64857,encode
4128,7316,inweb
2932,8048,KinomeNetX
2289,8786,APID|intact|instruct
3458,25852,signalink
2670,26150,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
2908,125875,encode
2932,6503,instruct|APID|biogrid|mint|intact|pina
811,2908,inweb|HIPPIE
2908,79934,encode
1059,2908,pina|APID|intact|litbm17
2908,3484,innatedb
2908,284029,encode
4524,80032,bioplex
59,3358,bioplex
2670,9402,instruct|hiunion|APID|biogrid|HINT-binary|intact
8503,27185,hiunion
2908,3073,encode
2932,7248,innatedb|signalink
1385,2908,inweb|HIPPIE|HINT-complex
2932,6794,inweb
8574,27185,intact
2670,284001,hiunion
2932,7020,qubic
4915,64802,instruct|APID|biogrid|HINT-binary|intact|pina
5885,27185,instruct|APID|biogrid|HIPPIE|intact|pina
10274,27185,intact
4524,79064,bioplex
2670,26260,pina
5594,6532,PhosphoSP
2908,23529,encode
2932,5989,PhosphoSP
2908,6136,encode
2670,23304,bioplex
27185,55591,intact
4661,27185,intact
7532,27185,pina|APID|biogrid
5692,27185,intact
1501,2932,signalink
1616,27185,intact
2624,3553,signalink
10527,27185,intact
2908,5595,PhosphoSP|KinomeNetX
2908,25983,encode
2908,5901,pina|APID|biogrid
1501,3553,signalink
2908,8996,encode
1978,2932,PhosphoSP|instruct|APID|biogrid|mint|intact|pina
2932,4216,inweb
2670,6714,HIPPIE
2908,3420,encode
2908,3192,inweb
627,102724334,intact
27185,54882,pina|APID|intact|litbm17
2113,2932,signalink
2932,23028,PhosphoSP
5500,9575,APID|litbm17|biogrid
2932,29947,instruct|APID|biogrid|mint|intact|pina
27185,84890,hiunion
7124,79155,HIPPIE|HINT-complex
22929,27185,intact
2908,7022,signalink
2099,2932,PhosphoSP|KinomeNetX
3553,64172,pina
8745,27185,intact
1312,4543,APID|intact|biogrid
7124,127544,intact|hiunion
4747,6498,APID|intact|biogrid|hiunion
88,27185,APID|biogrid|HIPPIE|intact|litbm17|pina
7124,406986,innatedb
4915,5335,APID|litbm17|biogrid|inweb
2932,26151,instruct|APID|biogrid|mint|intact|pina
2908,53371,APID|biogrid
9321,27185,intact
2289,8517,HINT-binary
1813,9289,mint|intact
27185,54704,intact
2932,112398,PhosphoSP
1020,4747,PhosphoSP|KinomeNetX
2908,23633,signalink
2908,84886,encode
7124,60558,bioplex|HIPPIE
3358,9735,bioplex
1622,2932,instruct|APID|biogrid|mint|intact|pina
4747,84080,instruct|hiunion|APID|biogrid|HINT-binary
3356,4716,pina|APID|intact
3698,27185,intact
2908,9576,signalink
4747,23043,intact
4741,27185,instruct|APID|biogrid|intact|pina
5925,7422,innatedb|inweb
7316,7422,inweb
7124,136263,intact|hiunion
27185,80173,intact|hiunion
2932,9322,KinomeNetX
23075,27185,intact
2932,10297,signalink
3458,3725,HINT-binary|innatedb|signalink
857,2908,APID|intact|inweb
4776,7124,innatedb
2932,11187,signalink
2017,2932,KinomeNetX
408,2908,encode
2908,6257,encode|instruct|innatedb|APID|biogrid|HINT-binary|pina
2932,7855,instruct|APID|biogrid|intact|mint|inweb|pina
2908,10963,APID|intact|litbm17|inweb
2932,8570,instruct|APID|biogrid|mint|intact|pina
7124,81858,inweb|HIPPIE|HINT-complex
1813,10955,mint|intact
10521,27185,intact
7846,27185,intact
1312,29986,intact|hiunion
1312,113829,intact|hiunion
1312,6688,encode
829,6285,interactome3d|inweb|instruct
2908,5693,encode
27185,64168,hiunion
2932,5781,CoFrac
1813,55146,mint|intact
2670,80022,pina|biogrid|instruct|hiunion
3356,5445,pina|APID|intact
9575,50514,APID|biogrid
3920,7124,inweb
1312,144404,intact|hiunion
23263,27185,intact
1312,10127,encode
2668,79018,bioplex|HIPPIE
2011,2932,PhosphoSP|KinomeNetX
6532,9493,qubic
7124,10318,HIPPIE|HINT-complex
7124,8404,pina|APID|intact
2908,63935,encode
27185,80254,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|pina
3358,11146,bioplex
4684,55290,bioplex
6285,6285,interactome3d|instruct|hiunion|qubic|APID|biogrid|HINT-binary|intact|mint|litbm17|HINT-complex
9099,27185,hiunion
2670,55127,bioplex
2932,58497,HIPPIE|HINT-complex
1387,2908,inweb|HIPPIE|HINT-complex
409,1813,instruct|APID|HIPPIE|intact|HINT-complex
1020,2932,signalink
4723,27185,intact
7124,8772,inweb
27185,114327,intact
627,4915,instruct|APID|HIPPIE|litbm17|inweb|pina|HINT-complex
9575,23411,inweb
2908,6449,APID|biogrid|inweb
10657,27185,intact
954,2908,encode
23032,27185,intact
1813,23413,interactome3d|APID|biogrid|litbm17|inweb
1460,27185,intact
2932,8502,signalink
3661,7124,innatedb
2932,5770,inweb|HIPPIE
3553,5966,innatedb
575,1813,mint|intact
27185,653489,intact
7266,27185,instruct|APID|biogrid|HIPPIE|intact|pina
3630,219681,signalink
1956,7099,innatedb|inweb
593,10611,qubic
351,59343,innatedb|HIPPIE|HINT-complex
351,80820,innatedb
10640,84062,bioplex|HIPPIE
3799,6616,APID|litbm17|biogrid|inweb
351,65265,HIPPIE|HINT-complex
2556,23505,bioplex
5027,388677,intact|hiunion
207,4869,innatedb|inweb
815,3269,PhosphoSP|KinomeNetX
351,22883,pina|inweb|HIPPIE|HINT-complex
948,7099,innatedb
20,81562,bioplex
5428,6390,bioplex
351,847,innatedb|APID|HIPPIE|intact|litbm17|inweb|pina
6531,10376,inweb
207,5587,PhosphoSP|KinomeNetX
4540,6869,bioplex
207,51177,innatedb|inweb
7267,10611,qubic
207,3757,PhosphoSP|KinomeNetX
2556,79796,bioplex
351,4724,HINT-complex
5443,54955,intact|hiunion
2,3576,innatedb
351,317772,HIPPIE|HINT-complex
867,2066,inweb
9415,388677,hiunion
351,83903,bioplex
351,4601,innatedb
207,6774,inweb
351,4846,instruct|APID|biogrid|HINT-binary|litbm17
351,51538,HIPPIE|HINT-complex
351,57182,innatedb
207,83605,KinomeNetX
7520,23774,qubic
53,81562,bioplex
815,6507,PhosphoSP
2904,63978,signalink
815,84528,intact|hiunion
207,79594,inweb
351,64135,innatedb
815,5580,KinomeNetX
207,8715,APID|biogrid
6869,51094,bioplex
4899,6671,instruct|hiunion|APID|biogrid|HINT-binary|intact
1610,4831,bioplex
351,1026,innatedb
157,7852,inweb|HIPPIE
774,10611,inweb|HIPPIE
5595,7054,PhosphoSP|inweb|KinomeNetX
2571,116173,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint|pina
351,5601,PhosphoSP|KinomeNetX
9572,140739,signalink
207,5493,instruct|APID|biogrid|HINT-binary|intact|litbm17|inweb
351,2584,innatedb
2066,7022,inweb
351,79698,innatedb
6531,7041,APID|biogrid|HIPPIE|litbm17|inweb|pina
207,1030,biogrid
1742,2904,instruct|APID|signalink|biogrid|HINT-binary|intact|mint|litbm17|inweb|pina|HINT-complex
2066,9542,inweb|HIPPIE|HINT-complex
3576,92140,inweb
351,55900,intact
57511,84062,bioplex|HIPPIE
351,51204,innatedb
207,8470,signalink|APID|litbm17|inweb
5443,150465,bioplex
10807,84062,bioplex|HIPPIE
4153,6256,encode
207,6598,innatedb|inweb
351,8495,innatedb|HIPPIE|HINT-complex
1812,26958,inweb
1500,2066,signalink
7099,7184,innatedb
207,7791,PhosphoSP|KinomeNetX
1740,2904,APID|litbm17|biogrid|inweb
288,3832,qubic
3576,26286,instruct|APID|biogrid|HINT-binary|intact|pina
23774,29994,qubic
3630,6927,signalink
207,9869,innatedb|APID|biogrid|intact|litbm17|inweb|pina
351,6418,inweb|HIPPIE
3117,3630,interactome3d|inweb
207,29086,PhosphoSP
4624,23774,qubic
7099,7316,inweb|HINT-complex
207,5578,PhosphoSP|KinomeNetX
2066,9107,mint|APID|intact|biogrid
351,55144,innatedb|HIPPIE|HINT-complex
351,55850,innatedb
1740,2066,APID|biogrid|mint|intact|inweb
351,8412,innatedb
3630,25852,signalink
6671,11284,intact|hiunion
7316,9415,inweb
4729,6834,CoFrac
6869,255061,inweb
815,23770,inweb
1621,101060226,hiunion
84062,84066,bioplex|HIPPIE
2596,284427,bioplex|HIPPIE
55330,84062,inweb|bioplex|HIPPIE|HINT-complex
351,8908,innatedb
207,2623,innatedb|PhosphoSP|inweb|KinomeNetX
84062,284297,instruct|hiunion|APID|biogrid|HINT-binary|intact
351,5440,innatedb
3169,9572,encode
351,4296,innatedb
351,9146,innatedb|HIPPIE|HINT-complex
351,79169,HIPPIE|HINT-complex
26146,84062,instruct|APID|biogrid|HIPPIE|litbm17|pina
2571,7205,biogrid|hiunion
351,29761,inweb
3613,7545,bioplex
5027,375791,intact|hiunion
207,7015,PhosphoSP|instruct|innatedb|HIPPIE|biogrid|KinomeNetX|HINT-binary|inweb|HINT-complex
2957,6671,intact|hiunion
351,203286,innatedb|HIPPIE|HINT-complex
207,6599,innatedb|inweb
1388,7494,pina|APID|biogrid
2066,93436,signalink
207,55256,KinomeNetX
1129,7102,mint|intact
23043,23345,instruct|APID|biogrid|intact|pina
23557,84062,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina|bioplex|HINT-complex
207,2138,PhosphoSP
6671,8907,intact|hiunion
6570,79143,bioplex
351,9099,HIPPIE|HINT-complex
351,10744,innatedb|HIPPIE|HINT-complex
8766,84062,instruct|APID|biogrid|HIPPIE|intact|pina
207,1956,PhosphoSP|instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb
23647,84062,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
9572,51619,signalink
207,56413,PhosphoSP|inweb|KinomeNetX
351,29844,innatedb
2066,56899,instruct|APID|mint|intact|pina
3105,3630,interactome3d|instruct|APID|HINT-binary|intact
9572,100131816,signalink
1499,3630,signalink
10611,283450,qubic
406,2353,encode
4729,9218,qubic
6570,58191,hiunion
116443,116443,HIPPIE
1454,6095,APID|biogrid
7322,9572,signalink
207,405,HINT-binary|HIPPIE|biogrid|instruct
3020,23774,HIPPIE
2904,23513,intact
351,84916,innatedb|HIPPIE|HINT-complex
351,723790,HIPPIE
207,10645,PhosphoSP
5999,9276,APID|biogrid|HIPPIE|inweb|pina
6570,7026,bioplex
351,29889,innatedb|HIPPIE|HINT-complex
207,1639,instruct|APID|biogrid|mint|intact|pina
351,5359,innatedb
351,84654,innatedb|HIPPIE|HINT-complex
207,7019,KinomeNetX
6570,100288797,hiunion
351,374659,innatedb
23345,55081,bioplex|HIPPIE
351,5029,inweb
3479,3480,interactome3d|instruct|APID|signalink|HIPPIE|HINT-binary|intact|inweb|HINT-complex
1051,6095,inweb
1287,6570,hiunion
6095,8648,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina
815,3746,inweb
351,26508,innatedb
6869,10550,bioplex
351,84934,HIPPIE|HINT-complex
207,9877,KinomeNetX
207,6945,KinomeNetX
363,7466,intact|hiunion
351,6769,innatedb
6570,286451,hiunion
551,84817,inweb
9456,81562,qubic
815,1387,signalink
4831,6095,HIPPIE
3843,84062,instruct|APID|biogrid|HIPPIE|intact|pina
207,1457,PhosphoSP|inweb|KinomeNetX
6570,7272,bioplex
1610,57542,bioplex
421,3630,signalink
9415,256309,intact
351,1191,instruct|APID|biogrid|HIPPIE|HINT-binary|inweb|HINT-complex
1634,3630,APID|intact|inweb
823,23345,pina|APID
207,6046,KinomeNetX
814,815,PhosphoSP|KinomeNetX
351,7373,innatedb
4720,4729,HIPPIE|HINT-binary|inweb|CoFrac|HINT-complex
5649,6886,encode
11004,23774,qubic
6869,80856,bioplex
351,10436,innatedb
5830,6755,innatedb
351,4176,innatedb|HIPPIE|HINT-complex
3146,7099,APID|intact|HIPPIE|inweb
351,1759,innatedb
5578,6616,PhosphoSP|KinomeNetX
351,51533,innatedb|HIPPIE|HINT-complex
815,2185,intact
5428,10801,qubic
929,7099,innatedb
9572,11187,signalink
2066,219681,signalink
8863,9869,encode
207,10018,innatedb|PhosphoSP|inweb|KinomeNetX
55714,81562,bioplex
351,740,innatedb|HIPPIE|HINT-complex
351,6895,innatedb
207,572,PhosphoSP|instruct|innatedb|APID|KinomeNetX|HINT-binary|intact|litbm17|inweb|HINT-complex
207,2475,PhosphoSP|instruct|APID|signalink|HIPPIE|KinomeNetX|HINT-binary|intact|mint|litbm17|inweb|HINT-complex
6570,57143,bioplex
207,1017,PhosphoSP|KinomeNetX
351,6123,HIPPIE|HINT-complex
207,2064,biogrid
4535,89941,CoFrac
351,120892,PhosphoSP
351,10513,instruct|APID|biogrid|HIPPIE|litbm17|inweb|pina|HINT-complex
11127,84062,bioplex|HIPPIE
815,5350,PhosphoSP|KinomeNetX
1020,2903,signalink
7466,286753,hiunion
4535,11100,CoFrac
5999,9581,bioplex
815,1103,PhosphoSP|HIPPIE|KinomeNetX
7054,51780,bioplex
351,10987,intact|HIPPIE|HINT-complex|inweb
7099,8767,innatedb|signalink
3841,9572,signalink
351,3801,innatedb
4535,286530,bioplex|HIPPIE
351,6878,innatedb|HIPPIE|HINT-complex
5566,84152,PhosphoSP|KinomeNetX
351,23144,innatedb|bioplex|HIPPIE|HINT-complex
351,4739,innatedb
351,84947,HIPPIE|HINT-complex
7320,9572,signalink
5910,9572,signalink
27,2066,instruct|APID|mint|intact|pina
6570,25807,bioplex
84062,85359,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
7466,51094,bioplex
815,11140,intact|hiunion
351,8659,innatedb
4535,4700,inweb
